LL List Numbers,LL List Words,Short Long List Numbers,Short Long Words,SS List Numbers,SS List Words,12-Bit List Numbers,12-Bit List Word,11-Bit List Number,11-Bit List Word,Reinhold Index Number,Reinhold Index Word
35311,jurist,,,,,#DC8,rUB,,,35311,key
35312,juror,,,,,#DC9,rUC,,,35312,keyed
35313,jury,,,,,#DCA,rUD,,,35313,keyes
35314,justice,,,,,#DCB,rUF,,,35314,keys
35315,justifier,,,,,#DCC,rUG,,,35315,kf
35316,justify,,,,,#DCD,rUH,,,35316,kg
35321,justly,,,,,#DCE,rUJ,,,35321,kh
35322,justness,,,,,#DCF,rUK,,,35322,khaki
35323,juvenile,,,,,#DD0,rUL,,,35323,khan
35324,kabob,,,,,#DD1,rUM,,,35324,khmer
35325,kangaroo,,,,,#DD2,rUN,,,35325,ki
35326,karaoke,,,,,#DD3,rUP,,,35326,kick
35331,karate,,,,,#DD4,rUQ,,,35331,kid
35332,karma,,,,,#DD5,rUR,,,35332,kidde
35333,kebab,,,,,#DD6,rUS,,,35333,kidney
35334,keenly,,,,,#DD7,rUT,,,35334,kiev
35335,keenness,,,,,#DD8,rUV,,,35335,kigali
35336,keep,,,,,#DD9,rUW,,,35336,kill
35341,keg,,,,,#DDA,rUX,,,35341,kim
35342,kelp,,,,,#DDB,rUY,,,35342,kin
35343,kennel,,,,,#DDC,sAB,,,35343,kind
35344,kept,,,,,#DDD,sAC,,,35344,king
35345,kerchief,,,,,#DDE,sAD,,,35345,kink
35346,kerosene,,,,,#DDF,sAF,,,35346,kinky
35351,kettle,,,,,#DE0,sAG,,,35351,kiosk
35352,kick,,,,,#DE1,sAH,,,35352,kiowa
35353,kiln,,,,,#DE2,sAJ,,,35353,kirby
35354,kilobyte,,,,,#DE3,sAK,,,35354,kirk
35355,kilogram,,,,,#DE4,sAL,,,35355,kirov
35356,kilometer,,,,,#DE5,sAM,,,35356,kiss
35361,kilowatt,,,,,#DE6,sAN,,,35361,kit
35362,kilt,,,,,#DE7,sAP,,,35362,kite
35363,kimono,,,,,#DE8,sAQ,,,35363,kitty
35364,kindle,,,,,#DE9,sAR,,,35364,kiva
35365,kindling,,,,,#DEA,sAS,,,35365,kivu
35366,kindly,,,,,#DEB,sAT,,,35366,kiwi
35411,kindness,,,,,#DEC,sAV,,,35411,kj
35412,kindred,,,,,#DED,sAW,,,35412,kk
35413,kinetic,,,,,#DEE,sAX,,,35413,kkk
35414,kinfolk,,,,,#DEF,sAY,,,35414,kkkk
35415,king,,,,,#DF0,sEB,,,35415,kl
35416,kinship,,,,,#DF1,sEC,,,35416,klan
35421,kinsman,,,,,#DF2,sED,,,35421,klaus
35422,kinswoman,,,,,#DF3,sEF,,,35422,klein
35423,kissable,,,,,#DF4,sEG,,,35423,kline
35424,kisser,,,,,#DF5,sEH,,,35424,klm
35425,kissing,,,,,#DF6,sEJ,,,35425,klux
35426,kitchen,,,,,#DF7,sEK,,,35426,km
35431,kite,,,,,#DF8,sEL,,,35431,kn
35432,kitten,,,,,#DF9,sEM,,,35432,knack
35433,kitty,,,,,#DFA,sEN,,,35433,knapp
35434,kiwi,,,,,#DFB,sEP,,,35434,knauer
35435,kleenex,,,,,#DFC,sEQ,,,35435,knead
35436,knapsack,,,,,#DFD,sER,,,35436,knee
35441,knee,,,,,#DFE,sES,,,35441,kneel
35442,knelt,,,,,#DFF,sET,,,35442,knelt
35443,knickers,,,,,#E00,sEV,,,35443,knew
35444,knoll,,,,,#E01,sEW,,,35444,knick
35445,koala,,,,,#E02,sEX,,,35445,knife
35446,kooky,,,,,#E03,sEY,,,35446,knit
35451,kosher,,,,,#E04,sIB,,,35451,knob
35452,krypton,,,,,#E05,sIC,,,35452,knock
35453,kudos,,,,,#E06,sID,,,35453,knoll
35454,kung,,,,,#E07,sIF,,,35454,knot
35455,labored,,,,,#E08,sIG,,,35455,knott
35456,laborer,,,,,#E09,sIH,,,35456,know
35461,laboring,,,,,#E0A,sIJ,,,35461,known
35462,laborious,,,,,#E0B,sIK,,,35462,knox
35463,labrador,,,,,#E0C,sIL,,,35463,knurl
35464,ladder,,,,,#E0D,sIM,,,35464,ko
35465,ladies,,,,,#E0E,sIN,,,35465,koala
35466,ladle,,,,,#E0F,sIP,,,35466,koch
35511,ladybug,,,,,#E10,sIQ,,,35511,kodak
35512,ladylike,,,,,#E11,sIR,,,35512,kola
35513,lagged,,,,,#E12,sIS,,,35513,kombu
35514,lagging,,,,,#E13,sIT,,,35514,kong
35515,lagoon,,,,,#E14,sIV,,,35515,koran
35516,lair,,,,,#E15,sIW,,,35516,korea
35521,lake,,,,,#E16,sIX,,,35521,kp
35522,lance,,,,,#E17,sIY,,,35522,kq
35523,landed,,,,,#E18,sOB,,,35523,kr
35524,landfall,,,,,#E19,sOC,,,35524,kraft
35525,landfill,,,,,#E1A,sOD,,,35525,krause
35526,landing,,,,,#E1B,sOF,,,35526,kraut
35531,landlady,,,,,#E1C,sOG,,,35531,krebs
35532,landless,,,,,#E1D,sOH,,,35532,kruse
35533,landline,,,,,#E1E,sOJ,,,35533,ks
35534,landlord,,,,,#E1F,sOK,,,35534,kt
35535,landmark,,,,,#E20,sOL,,,35535,ku
35536,landmass,,,,,#E21,sOM,,,35536,kudo
35541,landmine,,,,,#E22,sON,,,35541,kudzu
35542,landowner,,,,,#E23,sOP,,,35542,kuhn
35543,landscape,,,,,#E24,sOQ,,,35543,kulak
35544,landside,,,,,#E25,sOR,,,35544,kurd
35545,landslide,,,,,#E26,sOS,,,35545,kurt
35546,language,,,,,#E27,sOT,,,35546,kv
35551,lankiness,,,,,#E28,sOV,,,35551,kw
35552,lanky,,,,,#E29,sOW,,,35552,kx
35553,lantern,,,,,#E2A,sOX,,,35553,ky
35554,lapdog,,,,,#E2B,sOY,,,35554,kyle
35555,lapel,,,,,#E2C,sUB,,,35555,kyoto
35556,lapped,,,,,#E2D,sUC,,,35556,kz
35561,lapping,,,,,#E2E,sUD,,,35561,l
35562,laptop,,,,,#E2F,sUF,,,35562,l's
35563,lard,,,,,#E30,sUG,,,35563,la
35564,large,,,,,#E31,sUH,,,35564,lab
35565,lark,,,,,#E32,sUJ,,,35565,laban
35566,lash,,,,,#E33,sUK,,,35566,label
35611,lasso,,,,,#E34,sUL,,,35611,labia
35612,last,,,,,#E35,sUM,,,35612,labile
35613,latch,,,,,#E36,sUN,,,35613,lac
35614,late,,,,,#E37,sUP,,,35614,lace
35615,lather,,,,,#E38,sUQ,,,35615,lack
35616,latitude,,,,,#E39,sUR,,,35616,lacy
35621,latrine,,,,,#E3A,sUS,,,35621,lad
35622,latter,,,,,#E3B,sUT,,,35622,laden
35623,latticed,,,,,#E3C,sUV,,,35623,ladle
35624,launch,,,,,#E3D,sUW,,,35624,lady
35625,launder,,,,,#E3E,sUX,,,35625,lag
35626,laundry,,,,,#E3F,sUY,,,35626,lager
35631,laurel,,,,,#E40,tAB,,,35631,lagoon
35632,lavender,,,,,#E41,tAC,,,35632,lagos
35633,lavish,,,,,#E42,tAD,,,35633,laid
35634,laxative,,,,,#E43,tAF,,,35634,lain
35635,lazily,,,,,#E44,tAG,,,35635,lair
35636,laziness,,,,,#E45,tAH,,,35636,laity
35641,lazy,,,,,#E46,tAJ,,,35641,lake
35642,lecturer,,,,,#E47,tAK,,,35642,lam
35643,left,,,,,#E48,tAL,,,35643,lamar
35644,legacy,,,,,#E49,tAM,,,35644,lamb
35645,legal,,,,,#E4A,tAN,,,35645,lame
35646,legend,,,,,#E4B,tAP,,,35646,lamp
35651,legged,,,,,#E4C,tAQ,,,35651,lana
35652,leggings,,,,,#E4D,tAR,,,35652,lance
35653,legible,,,,,#E4E,tAS,,,35653,land
35654,legibly,,,,,#E4F,tAT,,,35654,lane
35655,legislate,,,,,#E50,tAV,,,35655,lang
35656,lego,,,,,#E51,tAW,,,35656,lange
35661,legroom,,,,,#E52,tAX,,,35661,lanka
35662,legume,,,,,#E53,tAY,,,35662,lanky
35663,legwarmer,,,,,#E54,tEB,,,35663,lao
35664,legwork,,,,,#E55,tEC,,,35664,laos
35665,lemon,,,,,#E56,tED,,,35665,lap
35666,lend,,,,,#E57,tEF,,,35666,lapel
36111,length,,,,,#E58,tEG,,,36111,lapse
36112,lens,,,,,#E59,tEH,,,36112,larch
36113,lent,,,,,#E5A,tEJ,,,36113,lard
36114,leotard,,,,,#E5B,tEK,,,36114,lares
36115,lesser,,,,,#E5C,tEL,,,36115,large
36116,letdown,,,,,#E5D,tEM,,,36116,lark
36121,lethargic,,,,,#E5E,tEN,,,36121,larkin
36122,lethargy,,,,,#E5F,tEP,,,36122,larry
36123,letter,,,,,#E60,tEQ,,,36123,lars
36124,lettuce,,,,,#E61,tER,,,36124,larva
36125,level,,,,,#E62,tES,,,36125,lase
36126,leverage,,,,,#E63,tET,,,36126,lash
36131,levers,,,,,#E64,tEV,,,36131,lass
36132,levitate,,,,,#E65,tEW,,,36132,lasso
36133,levitator,,,,,#E66,tEX,,,36133,last
36134,liability,,,,,#E67,tEY,,,36134,latch
36135,liable,,,,,#E68,tIB,,,36135,late
36136,liberty,,,,,#E69,tIC,,,36136,later
36141,librarian,,,,,#E6A,tID,,,36141,latest
36142,library,,,,,#E6B,tIF,,,36142,latex
36143,licking,,,,,#E6C,tIG,,,36143,lath
36144,licorice,,,,,#E6D,tIH,,,36144,lathe
36145,lid,,,,,#E6E,tIJ,,,36145,latin
36146,life,,,,,#E6F,tIK,,,36146,latus
36151,lifter,,,,,#E70,tIL,,,36151,laud
36152,lifting,,,,,#E71,tIM,,,36152,laue
36153,liftoff,,,,,#E72,tIN,,,36153,laugh
36154,ligament,,,,,#E73,tIP,,,36154,launch
36155,likely,,,,,#E74,tIQ,,,36155,laura
36156,likeness,,,,,#E75,tIR,,,36156,lava
36161,likewise,,,,,#E76,tIS,,,36161,law
36162,liking,,,,,#E77,tIT,,,36162,lawn
36163,lilac,,,,,#E78,tIV,,,36163,lawson
36164,lilly,,,,,#E79,tIW,,,36164,lax
36165,lily,,,,,#E7A,tIX,,,36165,lay
36166,limb,,,,,#E7B,tIY,,,36166,layup
36211,limeade,,,,,#E7C,tOB,,,36211,laze
36212,limelight,,,,,#E7D,tOC,,,36212,lazy
36213,limes,,,,,#E7E,tOD,,,36213,lb
36214,limit,,,,,#E7F,tOF,,,36214,lc
36215,limping,,,,,#E80,tOG,,,36215,ld
36216,limpness,,,,,#E81,tOH,,,36216,le
36221,line,,,,,#E82,tOJ,,,36221,lea
36222,lingo,,,,,#E83,tOK,,,36222,leach
36223,linguini,,,,,#E84,tOL,,,36223,lead
36224,linguist,,,,,#E85,tOM,,,36224,leaf
36225,lining,,,,,#E86,tON,,,36225,leafy
36226,linked,,,,,#E87,tOP,,,36226,leak
36231,linoleum,,,,,#E88,tOQ,,,36231,leaky
36232,linseed,,,,,#E89,tOR,,,36232,lean
36233,lint,,,,,#E8A,tOS,,,36233,leap
36234,lion,,,,,#E8B,tOT,,,36234,leapt
36235,lip,,,,,#E8C,tOV,,,36235,lear
36236,liquefy,,,,,#E8D,tOW,,,36236,learn
36241,liqueur,,,,,#E8E,tOX,,,36241,lease
36242,liquid,,,,,#E8F,tOY,,,36242,leash
36243,lisp,,,,,#E90,tUB,,,36243,least
36244,list,,,,,#E91,tUC,,,36244,leave
36245,litigate,,,,,#E92,tUD,,,36245,led
36246,litigator,,,,,#E93,tUF,,,36246,ledge
36251,litmus,,,,,#E94,tUG,,,36251,lee
36252,litter,,,,,#E95,tUH,,,36252,leech
36253,little,,,,,#E96,tUJ,,,36253,leeds
36254,livable,,,,,#E97,tUK,,,36254,leek
36255,lived,,,,,#E98,tUL,,,36255,leer
36256,lively,,,,,#E99,tUM,,,36256,leery
36261,liver,,,,,#E9A,tUN,,,36261,leeway
36262,livestock,,,,,#E9B,tUP,,,36262,left
36263,lividly,,,,,#E9C,tUQ,,,36263,lefty
36264,living,,,,,#E9D,tUR,,,36264,leg
36265,lizard,,,,,#E9E,tUS,,,36265,legal
36266,lubricant,,,,,#E9F,tUT,,,36266,leggy
36311,lubricate,,,,,#EA0,tUV,,,36311,legion
36312,lucid,,,,,#EA1,tUW,,,36312,leigh
36313,luckily,,,,,#EA2,tUX,,,36313,leila
36314,luckiness,,,,,#EA3,tUY,,,36314,leland
36315,luckless,,,,,#EA4,vAB,,,36315,lemma
36316,lucrative,,,,,#EA5,vAC,,,36316,lemon
36321,ludicrous,,,,,#EA6,vAD,,,36321,len
36322,lugged,,,,,#EA7,vAF,,,36322,lena
36323,lukewarm,,,,,#EA8,vAG,,,36323,lend
36324,lullaby,,,,,#EA9,vAH,,,36324,lenin
36325,lumber,,,,,#EAA,vAJ,,,36325,lenny
36326,luminance,,,,,#EAB,vAK,,,36326,lens
36331,luminous,,,,,#EAC,vAL,,,36331,lent
36332,lumpiness,,,,,#EAD,vAM,,,36332,leo
36333,lumping,,,,,#EAE,vAN,,,36333,leon
36334,lumpish,,,,,#EAF,vAP,,,36334,leona
36335,lunacy,,,,,#EB0,vAQ,,,36335,leone
36336,lunar,,,,,#EB1,vAR,,,36336,leper
36341,lunchbox,,,,,#EB2,vAS,,,36341,leroy
36342,luncheon,,,,,#EB3,vAT,,,36342,less
36343,lunchroom,,,,,#EB4,vAV,,,36343,lessee
36344,lunchtime,,,,,#EB5,vAW,,,36344,lest
36345,lung,,,,,#EB6,vAX,,,36345,let
36346,lurch,,,,,#EB7,vAY,,,36346,lethe
36351,lure,,,,,#EB8,vEB,,,36351,lev
36352,luridness,,,,,#EB9,vEC,,,36352,levee
36353,lurk,,,,,#EBA,vED,,,36353,level
36354,lushly,,,,,#EBB,vEF,,,36354,lever
36355,lushness,,,,,#EBC,vEG,,,36355,levi
36356,luster,,,,,#EBD,vEH,,,36356,levin
36361,lustfully,,,,,#EBE,vEJ,,,36361,levis
36362,lustily,,,,,#EBF,vEK,,,36362,levy
36363,lustiness,,,,,#EC0,vEL,,,36363,lew
36364,lustrous,,,,,#EC1,vEM,,,36364,lewd
36365,lusty,,,,,#EC2,vEN,,,36365,lewis
36366,luxurious,,,,,#EC3,vEP,,,36366,leyden
36411,luxury,,,,,#EC4,vEQ,,,36411,lf
36412,lying,,,,,#EC5,vER,,,36412,lg
36413,lyrically,,,,,#EC6,vES,,,36413,lh
36414,lyricism,,,,,#EC7,vET,,,36414,li
36415,lyricist,,,,,#EC8,vEV,,,36415,liar
36416,lyrics,,,,,#EC9,vEW,,,36416,libel
36421,macarena,,,,,#ECA,vEX,,,36421,libido
36422,macaroni,,,,,#ECB,vEY,,,36422,libya
36423,macaw,,,,,#ECC,vIB,,,36423,lice
36424,mace,,,,,#ECD,vIC,,,36424,lick
36425,machine,,,,,#ECE,vID,,,36425,lid
36426,machinist,,,,,#ECF,vIF,,,36426,lie
36431,magazine,,,,,#ED0,vIG,,,36431,lied
36432,magenta,,,,,#ED1,vIH,,,36432,lien
36433,maggot,,,,,#ED2,vIJ,,,36433,lieu
36434,magical,,,,,#ED3,vIK,,,36434,life
36435,magician,,,,,#ED4,vIL,,,36435,lifo
36436,magma,,,,,#ED5,vIM,,,36436,lift
36441,magnesium,,,,,#ED6,vIN,,,36441,light
36442,magnetic,,,,,#ED7,vIP,,,36442,like
36443,magnetism,,,,,#ED8,vIQ,,,36443,liken
36444,magnetize,,,,,#ED9,vIR,,,36444,lila
36445,magnifier,,,,,#EDA,vIS,,,36445,lilac
36446,magnify,,,,,#EDB,vIT,,,36446,lilly
36451,magnitude,,,,,#EDC,vIV,,,36451,lilt
36452,magnolia,,,,,#EDD,vIW,,,36452,lily
36453,mahogany,,,,,#EDE,vIX,,,36453,lima
36454,maimed,,,,,#EDF,vIY,,,36454,limb
36455,majestic,,,,,#EE0,vOB,,,36455,limbo
36456,majesty,,,,,#EE1,vOC,,,36456,lime
36461,majorette,,,,,#EE2,vOD,,,36461,limit
36462,majority,,,,,#EE3,vOF,,,36462,limp
36463,makeover,,,,,#EE4,vOG,,,36463,lin
36464,maker,,,,,#EE5,vOH,,,36464,lind
36465,makeshift,,,,,#EE6,vOJ,,,36465,linda
36466,making,,,,,#EE7,vOK,,,36466,linden
36511,malformed,,,,,#EE8,vOL,,,36511,line
36512,malt,,,,,#EE9,vOM,,,36512,linen
36513,mama,,,,,#EEA,vON,,,36513,lingo
36514,mammal,,,,,#EEB,vOP,,,36514,link
36515,mammary,,,,,#EEC,vOQ,,,36515,lint
36516,mammogram,,,,,#EED,vOR,,,36516,linus
36521,manager,,,,,#EEE,vOS,,,36521,lion
36522,managing,,,,,#EEF,vOT,,,36522,lip
36523,manatee,,,,,#EF0,vOV,,,36523,lipid
36524,mandarin,,,,,#EF1,vOW,,,36524,lisa
36525,mandate,,,,,#EF2,vOX,,,36525,lise
36526,mandatory,,,,,#EF3,vOY,,,36526,lisle
36531,mandolin,,,,,#EF4,vUB,,,36531,lisp
36532,manger,,,,,#EF5,vUC,,,36532,list
36533,mangle,,,,,#EF6,vUD,,,36533,listen
36534,mango,,,,,#EF7,vUF,,,36534,lit
36535,mangy,,,,,#EF8,vUG,,,36535,lithe
36536,manhandle,,,,,#EF9,vUH,,,36536,litton
36541,manhole,,,,,#EFA,vUJ,,,36541,live
36542,manhood,,,,,#EFB,vUK,,,36542,liven
36543,manhunt,,,,,#EFC,vUL,,,36543,livid
36544,manicotti,,,,,#EFD,vUM,,,36544,livre
36545,manicure,,,,,#EFE,vUN,,,36545,liz
36546,manifesto,,,,,#EFF,vUP,,,36546,lizzie
36551,manila,,,,,#F00,vUQ,,,36551,lj
36552,mankind,,,,,#F01,vUR,,,36552,lk
36553,manlike,,,,,#F02,vUS,,,36553,ll
36554,manliness,,,,,#F03,vUT,,,36554,lll
36555,manly,,,,,#F04,vUV,,,36555,llll
36556,manmade,,,,,#F05,vUW,,,36556,lloyd
36561,manned,,,,,#F06,vUX,,,36561,lm
36562,mannish,,,,,#F07,vUY,,,36562,lmn
36563,manor,,,,,#F08,wAB,,,36563,ln
36564,manpower,,,,,#F09,wAC,,,36564,lo
36565,mantis,,,,,#F0A,wAD,,,36565,load
36566,mantra,,,,,#F0B,wAF,,,36566,loaf
36611,manual,,,,,#F0C,wAG,,,36611,loam
36612,many,,,,,#F0D,wAH,,,36612,loamy
36613,map,,,,,#F0E,wAJ,,,36613,loan
36614,marathon,,,,,#F0F,wAK,,,36614,loath
36615,marauding,,,,,#F10,wAL,,,36615,lob
36616,marbled,,,,,#F11,wAM,,,36616,lobar
36621,marbles,,,,,#F12,wAN,,,36621,lobby
36622,marbling,,,,,#F13,wAP,,,36622,lobe
36623,march,,,,,#F14,wAQ,,,36623,lobo
36624,mardi,,,,,#F15,wAR,,,36624,local
36625,margarine,,,,,#F16,wAS,,,36625,loci
36626,margarita,,,,,#F17,wAT,,,36626,lock
36631,margin,,,,,#F18,wAV,,,36631,locke
36632,marigold,,,,,#F19,wAW,,,36632,locus
36633,marina,,,,,#F1A,wAX,,,36633,lodge
36634,marine,,,,,#F1B,wAY,,,36634,loeb
36635,marital,,,,,#F1C,wEB,,,36635,loess
36636,maritime,,,,,#F1D,wEC,,,36636,loft
36641,marlin,,,,,#F1E,wED,,,36641,lofty
36642,marmalade,,,,,#F1F,wEF,,,36642,log
36643,maroon,,,,,#F20,wEG,,,36643,logan
36644,married,,,,,#F21,wEH,,,36644,loge
36645,marrow,,,,,#F22,wEJ,,,36645,logic
36646,marry,,,,,#F23,wEK,,,36646,loin
36651,marshland,,,,,#F24,wEL,,,36651,loire
36652,marshy,,,,,#F25,wEM,,,36652,lois
36653,marsupial,,,,,#F26,wEN,,,36653,loiter
36654,marvelous,,,,,#F27,wEP,,,36654,loki
36655,marxism,,,,,#F28,wEQ,,,36655,lola
36656,mascot,,,,,#F29,wER,,,36656,loll
36661,masculine,,,,,#F2A,wES,,,36661,lolly
36662,mashed,,,,,#F2B,wET,,,36662,lomb
36663,mashing,,,,,#F2C,wEV,,,36663,lome
36664,massager,,,,,#F2D,wEW,,,36664,lone
36665,masses,,,,,#F2E,wEX,,,36665,long
36666,massive,,,,,#F2F,wEY,,,36666,look
41111,mastiff,,,,,#F30,wIB,,,41111,loom
41112,matador,,,,,#F31,wIC,,,41112,loon
41113,matchbook,,,,,#F32,wID,,,41113,loop
41114,matchbox,,,,,#F33,wIF,,,41114,loose
41115,matcher,,,,,#F34,wIG,,,41115,loot
41116,matching,,,,,#F35,wIH,,,41116,lop
41121,matchless,,,,,#F36,wIJ,,,41121,lope
41122,material,,,,,#F37,wIK,,,41122,lopez
41123,maternal,,,,,#F38,wIL,,,41123,lord
41124,maternity,,,,,#F39,wIM,,,41124,lore
41125,math,,,,,#F3A,wIN,,,41125,loren
41126,mating,,,,,#F3B,wIP,,,41126,los
41131,matriarch,,,,,#F3C,wIQ,,,41131,lose
41132,matrimony,,,,,#F3D,wIR,,,41132,loss
41133,matrix,,,,,#F3E,wIS,,,41133,lossy
41134,matron,,,,,#F3F,wIT,,,41134,lost
41135,matted,,,,,#F40,wIV,,,41135,lot
41136,matter,,,,,#F41,wIW,,,41136,lotte
41141,maturely,,,,,#F42,wIX,,,41141,lotus
41142,maturing,,,,,#F43,wIY,,,41142,lou
41143,maturity,,,,,#F44,wOB,,,41143,loud
41144,mauve,,,,,#F45,wOC,,,41144,louis
41145,maverick,,,,,#F46,wOD,,,41145,louise
41146,maximize,,,,,#F47,wOF,,,41146,louse
41151,maximum,,,,,#F48,wOG,,,41151,lousy
41152,maybe,,,,,#F49,wOH,,,41152,louver
41153,mayday,,,,,#F4A,wOJ,,,41153,love
41154,mayflower,,,,,#F4B,wOK,,,41154,low
41155,moaner,,,,,#F4C,wOL,,,41155,lowe
41156,moaning,,,,,#F4D,wOM,,,41156,lower
41161,mobile,,,,,#F4E,wON,,,41161,lowry
41162,mobility,,,,,#F4F,wOP,,,41162,loy
41163,mobilize,,,,,#F50,wOQ,,,41163,loyal
41164,mobster,,,,,#F51,wOR,,,41164,lp
41165,mocha,,,,,#F52,wOS,,,41165,lq
41166,mocker,,,,,#F53,wOT,,,41166,lr
41211,mockup,,,,,#F54,wOV,,,41211,ls
41212,modified,,,,,#F55,wOW,,,41212,lsi
41213,modify,,,,,#F56,wOX,,,41213,lt
41214,modular,,,,,#F57,wOY,,,41214,ltv
41215,modulator,,,,,#F58,wUB,,,41215,lu
41216,module,,,,,#F59,wUC,,,41216,lucas
41221,moisten,,,,,#F5A,wUD,,,41221,lucia
41222,moistness,,,,,#F5B,wUF,,,41222,lucid
41223,moisture,,,,,#F5C,wUG,,,41223,luck
41224,molar,,,,,#F5D,wUH,,,41224,lucky
41225,molasses,,,,,#F5E,wUJ,,,41225,lucre
41226,mold,,,,,#F5F,wUK,,,41226,lucy
41231,molecular,,,,,#F60,wUL,,,41231,lug
41232,molecule,,,,,#F61,wUM,,,41232,luge
41233,molehill,,,,,#F62,wUN,,,41233,luger
41234,mollusk,,,,,#F63,wUP,,,41234,luis
41235,mom,,,,,#F64,wUQ,,,41235,luke
41236,monastery,,,,,#F65,wUR,,,41236,lull
41241,monday,,,,,#F66,wUS,,,41241,lulu
41242,monetary,,,,,#F67,wUT,,,41242,lumbar
41243,monetize,,,,,#F68,wUV,,,41243,lumen
41244,moneybags,,,,,#F69,wUW,,,41244,lump
41245,moneyless,,,,,#F6A,wUX,,,41245,lumpy
41246,moneywise,,,,,#F6B,wUY,,,41246,lunar
41251,mongoose,,,,,#F6C,xAB,,,41251,lunch
41252,mongrel,,,,,#F6D,xAC,,,41252,lund
41253,monitor,,,,,#F6E,xAD,,,41253,lung
41254,monkhood,,,,,#F6F,xAF,,,41254,lunge
41255,monogamy,,,,,#F70,xAG,,,41255,lura
41256,monogram,,,,,#F71,xAH,,,41256,lurch
41261,monologue,,,,,#F72,xAJ,,,41261,lure
41262,monopoly,,,,,#F73,xAK,,,41262,lurid
41263,monorail,,,,,#F74,xAL,,,41263,lurk
41264,monotone,,,,,#F75,xAM,,,41264,lush
41265,monotype,,,,,#F76,xAN,,,41265,lust
41266,monoxide,,,,,#F77,xAP,,,41266,lusty
41311,monsieur,,,,,#F78,xAQ,,,41311,lute
41312,monsoon,,,,,#F79,xAR,,,41312,lutz
41313,monstrous,,,,,#F7A,xAS,,,41313,lux
41314,monthly,,,,,#F7B,xAT,,,41314,luxe
41315,monument,,,,,#F7C,xAV,,,41315,luzon
41316,moocher,,,,,#F7D,xAW,,,41316,lv
41321,moodiness,,,,,#F7E,xAX,,,41321,lw
41322,moody,,,,,#F7F,xAY,,,41322,lx
41323,mooing,,,,,#F80,xEB,,,41323,ly
41324,moonbeam,,,,,#F81,xEC,,,41324,lydia
41325,mooned,,,,,#F82,xED,,,41325,lye
41326,moonlight,,,,,#F83,xEF,,,41326,lying
41331,moonlike,,,,,#F84,xEG,,,41331,lykes
41332,moonlit,,,,,#F85,xEH,,,41332,lyle
41333,moonrise,,,,,#F86,xEJ,,,41333,lyman
41334,moonscape,,,,,#F87,xEK,,,41334,lymph
41335,moonshine,,,,,#F88,xEL,,,41335,lynch
41336,moonstone,,,,,#F89,xEM,,,41336,lynn
41341,moonwalk,,,,,#F8A,xEN,,,41341,lynx
41342,mop,,,,,#F8B,xEP,,,41342,lyon
41343,morale,,,,,#F8C,xEQ,,,41343,lyons
41344,morality,,,,,#F8D,xER,,,41344,lyra
41345,morally,,,,,#F8E,xES,,,41345,lyric
41346,morbidity,,,,,#F8F,xET,,,41346,lz
41351,morbidly,,,,,#F90,xEV,,,41351,m
41352,morphine,,,,,#F91,xEW,,,41352,m&m
41353,morphing,,,,,#F92,xEX,,,41353,m's
41354,morse,,,,,#F93,xEY,,,41354,ma
41355,mortality,,,,,#F94,xIB,,,41355,mabel
41356,mortally,,,,,#F95,xIC,,,41356,mac
41361,mortician,,,,,#F96,xID,,,41361,mace
41362,mortified,,,,,#F97,xIF,,,41362,mach
41363,mortify,,,,,#F98,xIG,,,41363,macho
41364,mortuary,,,,,#F99,xIH,,,41364,mack
41365,mosaic,,,,,#F9A,xIJ,,,41365,mackey
41366,mossy,,,,,#F9B,xIK,,,41366,macon
41411,most,,,,,#F9C,xIL,,,41411,macro
41412,mothball,,,,,#F9D,xIM,,,41412,mad
41413,mothproof,,,,,#F9E,xIN,,,41413,madam
41414,motion,,,,,#F9F,xIP,,,41414,made
41415,motivate,,,,,#FA0,xIQ,,,41415,madman
41416,motivator,,,,,#FA1,xIR,,,41416,madsen
41421,motive,,,,,#FA2,xIS,,,41421,mae
41422,motocross,,,,,#FA3,xIT,,,41422,magi
41423,motor,,,,,#FA4,xIV,,,41423,magic
41424,motto,,,,,#FA5,xIW,,,41424,magma
41425,mountable,,,,,#FA6,xIX,,,41425,magna
41426,mountain,,,,,#FA7,xIY,,,41426,magog
41431,mounted,,,,,#FA8,xOB,,,41431,maid
41432,mounting,,,,,#FA9,xOC,,,41432,maier
41433,mourner,,,,,#FAA,xOD,,,41433,mail
41434,mournful,,,,,#FAB,xOF,,,41434,maim
41435,mouse,,,,,#FAC,xOG,,,41435,main
41436,mousiness,,,,,#FAD,xOH,,,41436,maine
41441,moustache,,,,,#FAE,xOJ,,,41441,major
41442,mousy,,,,,#FAF,xOK,,,41442,make
41443,mouth,,,,,#FB0,xOL,,,41443,malady
41444,movable,,,,,#FB1,xOM,,,41444,malay
41445,move,,,,,#FB2,xON,,,41445,male
41446,movie,,,,,#FB3,xOP,,,41446,mali
41451,moving,,,,,#FB4,xOQ,,,41451,mall
41452,mower,,,,,#FB5,xOR,,,41452,malt
41453,mowing,,,,,#FB6,xOS,,,41453,malta
41454,much,,,,,#FB7,xOT,,,41454,mambo
41455,muck,,,,,#FB8,xOV,,,41455,mamma
41456,mud,,,,,#FB9,xOW,,,41456,mammal
41461,mug,,,,,#FBA,xOX,,,41461,man
41462,mulberry,,,,,#FBB,xOY,,,41462,mana
